60484.253438 60484.514097 -0.025009 0.015707
60485.221285 60485.353102 -0.009429 0.018686
60487.221285 60487.804734 -0.003306 0.010690
60488.188970 60488.836956 -0.000963 0.010028
60489.221204 60489.739988 0.013649 0.010397
60490.188958 60490.772176 -0.001997 0.009091
60491.156620 60491.869132 0.007917 0.008152
60492.124502 60492.901701 0.005533 0.008216
60493.156713 60493.869583 0.010598 0.008030
60494.124468 60494.902049 0.012780 0.008085
